,DegreeCentrality,EigenVectorCentrality,KatzCentrality,BetweennessCentrality,ClosenessCentrality,FlowClosenessCentrality,HarmonicCentrality,LaplacianCentrality,Triangles,Clustering,Squares,GeneralizedDegree
3946399688,0.0006583278472679394,3.580004177157708e-06,0.015008453981572136,0.0007548399373970286,0.025430397053489217,4.0135241161716615e-05,157.60472936740027,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
3946478399,0.0008777704630239193,5.491935483273256e-06,0.01648152832499062,0.007399854629618832,0.026369391368754845,4.216111333131407e-05,167.55486056235182,0.0008347562132425451,0,0.0,0.043478260869565216,Counter({0: 4})
3946478408,0.0006583278472679394,3.1832785389720228e-06,0.015245375226868623,0.0026452976851324785,0.025701764775553713,4.022443851000281e-05,159.67144537431543,0.0006450388920512584,0,0.0,0.14285714285714285,Counter({0: 3})
3946485053,0.0006583278472679394,2.8970532218635833e-05,0.01494627904184527,0.005238804511204727,0.028153264468936887,4.350142069409586e-05,176.1263089410478,0.0005691519635735841,0,0.0,0.09090909090909091,Counter({0: 3})
3946488162,0.0008777704630239193,1.6287286188874967e-07,0.016674122642361743,0.005167216055917685,0.026641332943583746,4.066412633696594e-05,158.4118771519937,0.00087269967748083,1,0.16666666666666666,0.08695652173913043,"Counter({1: 2, 0: 2})"
3946488186,0.0006583278472679394,1.1050277608980719e-07,0.015142442816369093,0.00574971075409443,0.027200935946183096,4.0303511099351416e-05,160.50724943360217,0.0006070954278133875,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3946488193,0.0006583278472679394,5.748276883074225e-08,0.014946267892718022,0.020708720402270158,0.0298596459040455,4.265242288315307e-05,181.57432683162557,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
3946534991,0.0006583278472679394,3.043846771958999e-05,0.014946297716521985,0.0014409323515816189,0.028598144917349667,4.3955992331380176e-05,175.41270530841652,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
3946535015,0.0006583278472679394,4.3738514418671025e-05,0.014946282210361116,0.0007847076011908048,0.028472708187543737,4.4003016852252556e-05,177.00670710240556,0.0005691519635744124,0,0.0,0.2,Counter({0: 3})
3946579338,0.0006583278472679394,0.0001631795821343185,0.01493018311334323,0.0013606815294065408,0.028909838353592003,4.530631191127872e-05,169.47944291758944,0.0005691519635744124,0,0.0,0.09090909090909091,Counter({0: 3})
3946579363,0.0008777704630239193,0.003912345561450758,0.016874922544621522,0.0266955089979982,0.03097955770681931,5.009238359672288e-05,183.56356071516896,0.0009106431417187009,0,0.0,0.07142857142857142,Counter({0: 4})
3946579366,0.0008777704630239193,0.0039178119400451105,0.01688794599651155,0.017651544563544404,0.03085934854743685,5.027345811771739e-05,184.33555242916583,0.0009106431417180107,0,0.0,0.07142857142857142,Counter({0: 4})
3946579462,0.0006583278472679394,2.4534058590171335e-05,0.014946235219009573,0.0009805803542413435,0.027958084346663067,4.3206062304179034e-05,166.7548190914196,0.0005691519635738602,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3946579464,0.0006583278472679394,1.9028647686058298e-05,0.014946273492339086,0.0007146199352913837,0.027665968491029962,4.2554044578510994e-05,164.44703320169674,0.0005691519635748264,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3946579479,0.0006583278472679394,6.592006362920587e-05,0.014946277933867021,0.0012040971832774636,0.02844693588359042,4.373583823196076e-05,175.61890768446779,0.0005691519635746884,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3946621364,0.0006583278472679394,0.0003589143012396917,0.014946434864132963,0.017005409633471077,0.03263227996304969,4.587892175273711e-05,189.07599782563827,0.0005691519635744124,0,0.0,0.09090909090909091,Counter({0: 3})
3946621372,0.0006583278472679394,0.00035425588784602195,0.014792269263974494,0.002988685077834522,0.0320962959310884,4.4647219665095116e-05,183.56705880600495,0.0005312084993366796,0,0.0,0.1111111111111111,Counter({0: 3})
3946662810,0.0006583278472679394,8.133578825724826e-07,0.014946316799933143,0.012165966264764249,0.03196817913965822,4.7530886320622e-05,191.88117673231966,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
3946662820,0.0006583278472679394,2.06532900803532e-07,0.01494795477709338,0.011658902794852799,0.032756836021737255,4.9676812045581395e-05,199.09830818180342,0.0005691519635755166,0,0.0,0.09090909090909091,Counter({0: 3})
3946838757,0.0006583278472679394,0.00019414293210570036,0.015201810275706995,0.0026641409367906587,0.02588189857385457,4.210651771004629e-05,155.2602008731699,0.0006070954278126974,0,0.0,0.16666666666666666,Counter({0: 3})
3948470502,0.0008777704630239193,0.07308158682260914,0.016868452912904598,0.0014458736484574892,0.02606189198927099,4.4496087434380376e-05,167.69060741199365,0.0009106431417199432,1,0.16666666666666666,0.07692307692307693,"Counter({0: 2, 1: 2})"
3948470687,0.0008777704630239193,0.011679351017482215,0.01685121430689439,0.012829253541610885,0.026448823239211817,4.583934395815568e-05,171.0686640208753,0.0009106431417177346,0,0.0,0.07142857142857142,Counter({0: 4})
3948470708,0.0008777704630239193,0.0018914217713382987,0.017087191610801706,0.004717329602613464,0.026325214899713466,4.635882123992769e-05,168.65131299450735,0.0009485866059571238,0,0.0,0.1,Counter({0: 4})
3948470719,0.0006583278472679394,0.0016718462620020859,0.01497331901717282,0.00033112755582621466,0.024885321100917433,4.292617924737151e-05,154.66492416812403,0.0005691519635737222,0,0.0,0.2,Counter({0: 3})
3948470720,0.0008777704630239193,0.0016568507105968872,0.01688811484412712,0.004099254048462128,0.0257750326642119,4.6036604074328805e-05,165.8148290500043,0.000910643141718839,0,0.0,0.07142857142857142,Counter({0: 4})
3948470737,0.0008777704630239193,0.010601157750327946,0.016700344156194247,0.007317888264196444,0.025859720803541028,4.486089159968831e-05,166.59214671214073,0.0008726996774811062,0,0.0,0.08,Counter({0: 4})
3948470950,0.00021944261575597982,0.0010487168200322442,0.011930038601281865,0.0,0.024085496376869044,3.426262627912767e-05,144.0871663315722,0.00015177385695286374,0,0.0,0.0,Counter({0: 1})
3948470951,0.00021944261575597982,0.00047033093267748405,0.011928421639163193,0.0,0.024244520110661843,3.5055423141500695e-05,147.5552856410925,0.0001517738569531398,0,0.0,0.0,Counter({0: 1})
3948471138,0.0006583278472679394,0.00042625275439609324,0.014949797459044255,0.0005523078291891723,0.024939935091588723,4.3176416288412875e-05,156.36861579868426,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
3948554557,0.0008777704630239193,0.23343713319181922,0.016955367374365385,0.0013207491461502926,0.024064128764475706,4.296365437036157e-05,155.36643972344788,0.0009106431417195292,0,0.0,0.1111111111111111,Counter({0: 4})
3948554570,0.0006583278472679394,0.16533569302258083,0.015360259611957038,0.001771407829376962,0.024538654978002984,4.211485494904801e-05,157.07310561217471,0.0006450388920508442,0,0.0,0.06666666666666667,Counter({0: 3})
3948554574,0.0006583278472679394,0.0749281540992118,0.014990739111047518,0.0007969406796351951,0.02401707599873511,4.04666755537985e-05,150.951941513347,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
3948554578,0.0006583278472679394,0.16519381123044916,0.015249695611144738,0.0008198008355534167,0.024039120939408964,4.206210030080156e-05,152.89112144093355,0.0006070954278132494,0,0.0,0.07692307692307693,Counter({0: 3})
3948554585,0.0006583278472679394,0.05261117950750175,0.014971615377970494,0.0001895378500662432,0.02353883106485188,4.023357976787823e-05,147.19846443485835,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
3948554597,0.0006583278472679394,0.07135421566171496,0.015151672951289523,0.00018307122391735114,0.02339790820544154,4.122279400958234e-05,147.1793998608102,0.0006070954278125592,0,0.0,0.07692307692307693,Counter({0: 3})
3948569468,0.00021944261575597982,2.748971859662033e-09,0.011919189762965196,0.0,0.022770540706651278,2.3514128724431924e-05,127.10889867796405,0.0001517738569527257,0,0.0,0.0,Counter({0: 1})
3948869022,0.0006583278472679394,1.1498614734757799e-05,0.01509027212782409,0.009409145068841688,0.020759968839546443,3.5295957030042366e-05,134.96745137873228,0.0006070954278126974,0,0.0,0.07692307692307693,Counter({0: 3})
3949014211,0.0006583278472679394,2.9195473990687874e-07,0.014948206101485685,0.0028176882167742674,0.020086747242865834,3.094301530445797e-05,122.55264876963498,0.0005691519635748264,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3949031573,0.0006583278472679394,0.00010682904621651537,0.015169526430163989,0.0006424022572810002,0.02508366726848386,3.7358363614566866e-05,152.47895003008125,0.0006070954278122832,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3949031586,0.0006583278472679394,0.00010892636807198127,0.015186897500418944,0.0002352104321989602,0.02471700467003314,3.723210448852822e-05,150.25154912402382,0.0006070954278122832,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3949031622,0.0006583278472679394,6.891123658299696e-05,0.015144822777134689,0.0045764988016983145,0.025289971696542537,3.830391135750325e-05,157.21929598763376,0.0006070954278129734,0,0.0,0.07692307692307693,Counter({0: 3})
3949031628,0.0006583278472679394,2.869736413801262e-05,0.014948726344212841,0.0020361708131047583,0.024949766489457806,3.848215366879832e-05,153.6845187171524,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
3949245962,0.0006583278472679394,0.00011072530001781007,0.015183359251747453,0.0006961219752036736,0.02491334725608756,3.9128719700757813e-05,154.55501436602157,0.0006070954278121452,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3949245985,0.0006583278472679394,1.215165022660087e-05,0.015104989065328063,0.0015874519246402115,0.024718881710631236,3.86817874744044e-05,151.19704173128608,0.0006070954278129734,0,0.0,0.07692307692307693,Counter({0: 3})
3954151551,0.0006583278472679394,2.645082097124444e-07,0.01494857146703527,0.002738177414761739,0.028371134534089563,4.054758895467067e-05,165.8651269390703,0.0005691519635756548,0,0.0,0.09090909090909091,Counter({0: 3})
3954151555,0.0006583278472679394,3.023157904708013e-07,0.014966484327124122,0.005886476480844621,0.029150621137878537,4.1061012906190594e-05,171.37542708812504,0.0005691519635735841,0,0.0,0.09090909090909091,Counter({0: 3})
3954248757,0.0006583278472679394,3.744579777833857e-08,0.015122292640173354,0.001908397245525818,0.03218834099722405,4.566538365630737e-05,193.18471809126,0.0006070954278128354,0,0.0,0.16666666666666666,Counter({0: 3})
3954248885,0.0006583278472679394,4.5253546226746164e-08,0.015107514350967244,0.10222803511427646,0.03207415697121983,4.757542804461692e-05,195.04354157206234,0.0006070954278131114,0,0.0,0.07692307692307693,Counter({0: 3})
3954248908,0.0006583278472679394,1.5749661074071632e-07,0.014946825644622175,0.04920833653065256,0.031154926881294055,4.517569688403681e-05,187.3892703728235,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
3954248958,0.0006583278472679394,6.92452492588505e-08,0.014946309726882323,0.015142389079623543,0.030961245787585606,4.517170757923597e-05,182.47691695162362,0.0005691519635738602,0,0.0,0.09090909090909091,Counter({0: 3})
3954328531,0.00021944261575597982,3.382528257512817e-09,0.011927806038681113,0.0,0.030024905451526612,3.7136847273671035e-05,169.40834814773748,0.00015177385695203552,0,0.0,0.0,Counter({0: 1})
3954372068,0.0006583278472679394,1.5107135812126264e-08,0.014959410367268007,0.004542798733746961,0.031390783219673486,4.527078414926115e-05,177.3851450954487,0.0005691519635752406,0,0.0,0.2,Counter({0: 3})
3954372090,0.0006583278472679394,1.5058242894937375e-08,0.014948958713808224,0.0050240382235582646,0.031139811398113983,4.52266388869407e-05,175.693776508432,0.0005691519635746884,0,0.0,0.2,Counter({0: 3})
3954398654,0.0006583278472679394,3.090417337756368e-08,0.01494622300618094,0.007370799362246049,0.03085349835475091,4.532018547162768e-05,176.4101591620186,0.0005691519635753786,0,0.0,0.09090909090909091,Counter({0: 3})
3954398689,0.0006583278472679394,1.544553045041946e-08,0.014946332820540508,0.0031323663713116704,0.03062253044109346,4.451699706493518e-05,172.68971847053677,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
3955641012,0.0008777704630239193,3.982885730268042e-06,0.016670908144524304,0.003032482144300703,0.0220239619933208,3.5538981741823555e-05,137.6703823474751,0.0008726996774816582,0,0.0,0.125,Counter({0: 4})
3955641015,0.0006583278472679394,2.283253483048364e-06,0.015139449072450146,0.00043636320456895617,0.021552723059096175,3.430489778011265e-05,131.6956562629441,0.0006070954278122832,0,0.0,0.16666666666666666,Counter({0: 3})
3955641157,0.0006583278472679394,1.4968321644387817e-06,0.015022542713090729,0.0009759899659046565,0.020724563860944862,3.3697634456135984e-05,126.10325033368528,0.0005691519635751026,0,0.0,0.2,Counter({0: 3})
3955657979,0.0006583278472679394,1.6660465039168365e-06,0.015104908193932837,0.00672299642657469,0.021782982791586997,3.7037079534341743e-05,140.6359976560603,0.000607095427811731,0,0.0,0.07692307692307693,Counter({0: 3})
3955658003,0.0006583278472679394,5.923493351332516e-07,0.014951888315599272,0.004306433873336926,0.02088939211273029,3.42204470143899e-05,131.46618928155866,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
3955658047,0.0006583278472679394,3.7882705200581e-07,0.014948877086766415,0.0037784126995037753,0.020464435353131638,3.20907037500294e-05,126.3672626417203,0.0005691519635739982,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3955692069,0.0006583278472679394,2.9182905017501186e-07,0.014920836144736818,0.002758277025327802,0.024458840767955,3.1267289010052934e-05,143.12157181118033,0.0005691519635737222,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3955764641,0.0006583278472679394,2.31229355474483e-06,0.014962716090297467,0.0010486052156260877,0.022210633029848128,3.7534056103617496e-05,142.10064048084772,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
3955785647,0.0006583278472679394,6.861055249615698e-08,0.014948172090609732,0.000319976860975089,0.02982368879173811,4.15328731625213e-05,167.1745375538579,0.0005691519635738602,0,0.0,0.09090909090909091,Counter({0: 3})
3955786468,0.0008777704630239193,2.7227534121330226e-07,0.016674503706308273,0.002521881296893852,0.0315688841781491,4.343915948304534e-05,179.83306661904825,0.000872699677480692,0,0.0,0.08,Counter({0: 4})
3955786473,0.0008777704630239193,2.9491776277766993e-07,0.016674527892481285,0.004660105379837753,0.03257280096067247,4.4233135789313457e-05,186.9333733342045,0.0008726996774809681,0,0.0,0.08,Counter({0: 4})
3955786475,0.0006583278472679394,8.941792962007768e-08,0.014948803360005723,0.0002977449386003604,0.030555387926699255,4.17159902380671e-05,171.21019353564108,0.0005691519635752406,0,0.0,0.09090909090909091,Counter({0: 3})
3955830967,0.00021944261575597982,0.0021824409866153427,0.011926198055788663,0.0,0.025042314202184952,3.465844030357683e-05,155.58756558476364,0.00015177385695258768,0,0.0,0.0,Counter({0: 1})
3958623779,0.0006583278472679394,1.7172781991102534e-10,0.014975450588216933,0.013460119550541124,0.0253876109350017,4.1682755764592535e-05,156.7741538714219,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
3958624063,0.0006583278472679394,8.346092768991929e-10,0.014939397750587793,0.0027326140143178724,0.021322490384525404,3.800762183411264e-05,133.70224137477751,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
3958624072,0.0006583278472679394,1.2210347349346018e-09,0.01491319583452925,0.004787286748388624,0.021689052192702733,3.8110003609235285e-05,135.86334776958336,0.0005691519635745504,0,0.0,0.0,Counter({0: 3})
3958624074,0.0006583278472679394,1.8497422044525864e-09,0.01512156972882624,0.0019285937281201748,0.021332971307926017,3.764541320437659e-05,132.43617266862938,0.000607095427811731,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
3958845979,0.0006583278472679394,1.7124583084972197e-10,0.014615705809765183,0.0008698997096804095,0.02749885346013662,3.8499825281147496e-05,156.79902165570138,0.0004932650350971523,0,0.0,0.0,Counter({0: 3})
3969559181,0.0006583278472679394,3.0282110394667814e-11,0.014603483859532583,0.0008087489422712723,0.024227119274834525,3.674295080017733e-05,145.29970592906318,0.0004932650350977044,0,0.0,0.0,Counter({0: 3})
3969559183,0.0006583278472679394,6.185863385401217e-11,0.014942399644556655,0.004535591963006713,0.025220269193305587,4.1851809571419284e-05,154.71560440066045,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
3969559184,0.0008777704630239193,2.535402748848596e-10,0.016500777997396982,0.03579236176593114,0.025864417553976435,4.354218893273754e-05,161.72970796883902,0.000834756213242269,0,0.0,0.043478260869565216,Counter({0: 4})
3969559192,0.0006583278472679394,6.787355582927352e-11,0.014946779003195947,0.017690461007642835,0.025296991229044077,4.155383814822626e-05,155.91702467005646,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
3976491762,0.0006583278472679394,1.1970391610081065e-08,0.0147904889210098,0.0036291082674501205,0.030422388528015702,4.544025484486063e-05,175.86450394752973,0.0005312084993365415,0,0.0,0.1111111111111111,Counter({0: 3})
3976581179,0.0006583278472679394,1.133957471082374e-08,0.014946277282195733,0.0004883052240340005,0.030343789744238542,4.431294963083236e-05,170.4427750589257,0.0005691519635741363,0,0.0,0.2,Counter({0: 3})
3976589442,0.0006583278472679394,1.8457084906759277e-08,0.014968102032271727,0.0003826299119978436,0.028155699721964782,4.302114657458916e-05,156.05628525470857,0.0005691519635734461,0,0.0,0.2,Counter({0: 3})
3976589447,0.0006583278472679394,2.955559453541947e-08,0.01494659796297555,0.003870057161462531,0.031142152273301943,4.675656602811169e-05,177.43252112718463,0.0005691519635752406,0,0.0,0.09090909090909091,Counter({0: 3})
3976589458,0.0006583278472679394,1.7697548961269934e-08,0.014948735589455954,0.0030294889761917445,0.029378203268542694,4.4101969851364864e-05,165.1929840029525,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
3976589468,0.0006583278472679394,2.183135879763285e-08,0.01494656174628116,0.0037874559120691753,0.030229657835033764,4.547672820062204e-05,170.9456426462934,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
3976589469,0.0006583278472679394,1.9609660180848832e-08,0.014946353874272018,0.0011774390824249473,0.029572090487871353,4.492263270483541e-05,166.26885472846493,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
3976589492,0.0006583278472679394,1.657796613191289e-08,0.014946721462076462,0.0004971781307163797,0.028756775858696133,4.4418522852972575e-05,161.1438902323846,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
3976589498,0.0006583278472679394,1.6462743579145547e-08,0.014948750216357025,0.00048395857125588,0.02855585216377787,4.3753564687600525e-05,159.56862651345796,0.0005691519635733081,0,0.0,0.09090909090909091,Counter({0: 3})
3976589506,0.0006583278472679394,4.053543723303705e-08,0.01494651786846557,0.003612871150247362,0.03137781450113613,4.6641547857749716e-05,179.0014659625033,0.0005691519635733081,0,0.0,0.09090909090909091,Counter({0: 3})
3976589611,0.0006583278472679394,6.02739636358455e-08,0.014949969419023991,0.001399413281134612,0.030680257452939435,4.563128115532835e-05,173.58803293421988,0.0005691519635749646,0,0.0,0.2,Counter({0: 3})
3976657255,0.0006583278472679394,7.165202051869278e-10,0.014948282723609976,0.00291375360944983,0.021555679592821397,3.360462822079189e-05,130.7897041009904,0.0005691519635746884,0,0.0,0.2,Counter({0: 3})
3976661384,0.0006583278472679394,2.8798260255522303e-10,0.014941029652611052,0.002610232028401299,0.02616229001848641,3.941767049249059e-05,157.03696390142215,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
3976675795,0.0006583278472679394,5.999585179429201e-09,0.015102511794723147,0.004229603088875198,0.028821159550448096,4.28612195238636e-05,177.49510592284898,0.0006070954278118691,0,0.0,0.0,Counter({0: 3})
3977059886,0.0006583278472679394,9.133137683593123e-10,0.014943897146404709,0.020075250081648295,0.023301596392010883,3.4525400931328934e-05,145.60407427737584,0.0005691519635735841,0,0.0,0.09090909090909091,Counter({0: 3})
3977076263,0.00021944261575597982,2.460412205644782e-10,0.011928152629188211,0.0,0.02191044460364549,2.971098013527661e-05,132.6909168406174,0.00015177385695410608,0,0.0,0.0,Counter({0: 1})
3977076270,0.0006583278472679394,5.959773146548704e-10,0.014948106949521754,0.006897507194279523,0.02097042879625965,3.433846326836162e-05,134.12431415217677,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
3977076311,0.0006583278472679394,5.606574582091732e-10,0.01493020424377457,0.0010077178465963796,0.022931070921771685,3.550096457185105e-05,139.45926937076496,0.000569151963573032,0,0.0,0.2,Counter({0: 3})
3977076312,0.0006583278472679394,5.887771476151359e-10,0.014942998147264878,0.0027536214639412833,0.023230917460657318,3.56562133126906e-05,141.26954706820632,0.0005691519635748264,0,0.0,0.2,Counter({0: 3})
3977076349,0.0006583278472679394,3.1248670387966687e-10,0.01479030222558163,0.0004809303515791547,0.0219392422127004,3.4238524135827784e-05,137.87082557325147,0.0005312084993364035,0,0.0,0.0,Counter({0: 3})
3977076365,0.0006583278472679394,3.178340540805535e-08,0.014945603472559691,0.0546306936511088,0.025445164748647334,4.093415296038503e-05,160.85350141835318,0.0005691519635744124,0,0.0,0.0,Counter({0: 3})
3982387920,0.0006583278472679394,0.0002525620808287004,0.014946279873982435,0.069533822353672,0.029489228698448854,4.813405390939659e-05,192.26277800770626,0.0005691519635735841,0,0.0,0.0,Counter({0: 3})
3982427020,0.0008777704630239193,0.0015061594087662693,0.016891461641855524,0.004076086936246327,0.02752825618132283,4.633703662742585e-05,174.52437577494229,0.0009106431417184248,0,0.0,0.07142857142857142,Counter({0: 4})
3985260084,0.0006583278472679394,6.613371167248833e-05,0.014946278392841893,0.005222060987632999,0.02817345500408042,4.4008326844242646e-05,179.03302041548935,0.0005691519635752406,0,0.0,0.09090909090909091,Counter({0: 3})
3986990278,0.0006583278472679394,1.5268747813459232e-06,0.014946283132998008,0.012677259826629183,0.031146409311799,4.557694099445498e-05,185.2152154286242,0.0005691519635738602,0,0.0,0.2,Counter({0: 3})
3986990279,0.0006583278472679394,1.4891798992614692e-06,0.014946282994957151,0.03949126126824616,0.03154855861094957,4.560452366644182e-05,187.65768189800875,0.0005691519635748264,0,0.0,0.2,Counter({0: 3})
4148027142,0.0006583278472679394,5.119897443466395e-09,0.014606127779195545,0.0005604614750845164,0.018496945588862054,2.4185871685216507e-05,105.08274199314756,0.0004932650350972903,0,0.0,0.14285714285714285,Counter({0: 3})
4148027146,0.0006583278472679394,6.45034816649742e-08,0.015142109512927647,0.0005863268950128245,0.02022394120544808,3.5425260321900565e-05,123.36251618641428,0.0006070954278135256,0,0.0,0.16666666666666666,Counter({0: 3})
4148027181,0.0006583278472679394,1.4961248409507618e-08,0.014943746142197062,0.001870078631475769,0.01920604883065213,2.7311516147705404e-05,112.0088895586224,0.0005691519635738602,0,0.0,0.2,Counter({0: 3})
4148027183,0.0006583278472679394,3.679219998865479e-08,0.014948734515218932,0.000772056375452591,0.019490100978995856,3.350784249028464e-05,117.62414045580579,0.0005691519635748264,0,0.0,0.2,Counter({0: 3})
4148027223,0.0008777704630239193,5.348401228986512e-08,0.016509223435518132,0.0049744172443466775,0.02037513134068096,3.4115646891409e-05,124.70779592575457,0.0008347562132429592,0,0.0,0.09090909090909091,Counter({0: 4})
4148027243,0.0006583278472679394,3.366694925781263e-08,0.014946554689248269,0.0010185629753773973,0.019648932179492155,3.334501491073987e-05,118.15881424319136,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
4148027303,0.0006583278472679394,4.2196909074679406e-08,0.015106833597344504,0.00416158063491174,0.022052632088346028,3.5585874925752926e-05,136.60123640445684,0.0006070954278129734,0,0.0,0.07692307692307693,Counter({0: 3})
4148027314,0.0006583278472679394,4.7363213924189625e-08,0.014986055520681371,0.003784956739178931,0.0207871472753647,3.509635378275004e-05,127.43316595541768,0.0005691519635745504,0,0.0,0.0,Counter({0: 3})
4148027315,0.0006583278472679394,5.023837073918165e-08,0.015127436465459344,0.000475811395011736,0.020430671562495797,3.427579594347173e-05,124.71611398727366,0.0006070954278129734,0,0.0,0.07692307692307693,Counter({0: 3})
4315073983,0.0006583278472679394,0.0007101240795204008,0.015166339969446142,0.001930800839023609,0.027808968193912174,4.449536161852863e-05,170.7059098009733,0.0006070954278132494,0,0.0,0.16666666666666666,Counter({0: 3})
4315075869,0.0006583278472679394,1.563657145236549e-08,0.014946277141016153,0.003067365260682544,0.023552943730327323,3.9962953531470675e-05,143.35118624510855,0.0005691519635735841,0,0.0,0.2,Counter({0: 3})
4315076047,0.0006583278472679394,6.446366883925607e-08,0.014946473814431836,0.004241487708925704,0.02432644520010463,4.007635062325779e-05,147.37208862732928,0.0005691519635741363,0,0.0,0.2,Counter({0: 3})
4315076532,0.0006583278472679394,1.4679011779295044e-09,0.01510266133957296,0.002655600193849971,0.021537748957850857,3.8323630609052877e-05,134.5675472537286,0.0006070954278121452,0,0.0,0.0,Counter({0: 3})
4315077384,0.0006583278472679394,8.766828606215824e-11,0.014603294949445253,0.0005626660629750465,0.02228950431898888,3.344688631890893e-05,133.1874216535272,0.0004932650350979805,0,0.0,0.0,Counter({0: 3})
4519414807,0.0006583278472679394,8.414509620612178e-10,0.014942844380890403,0.0006217603603255773,0.020985590539215008,3.76149885903451e-05,130.38650571316373,0.00056915196357317,0,0.0,0.09090909090909091,Counter({0: 3})
4519414820,0.0006583278472679394,3.6355469972713208e-09,0.015120034817413665,0.0036964783598042597,0.022032587148866217,3.7295081687380514e-05,136.0524462523675,0.0006070954278125592,0,0.0,0.16666666666666666,Counter({0: 3})
4519414822,0.0006583278472679394,3.2788165257427186e-09,0.014980194298568202,0.0016073249638568613,0.02160166100987884,3.717208208272039e-05,133.31031176529814,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
4886532398,0.0006583278472679394,2.2222945577033585e-09,0.014930071833704112,0.003107410651072703,0.021742864504308495,3.71970730327843e-05,134.79791773565125,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
4886532401,0.0006583278472679394,2.1264811990049574e-09,0.014917243412853233,0.001682474908459553,0.02132708075929462,3.7096307619952466e-05,132.31751147692256,0.000569151963573032,0,0.0,0.09090909090909091,Counter({0: 3})
5127165619,0.0006583278472679394,3.804698259432672e-08,0.0149681068880164,0.0002937719422439552,0.02674845185337364,4.139666508141635e-05,154.33128820838095,0.0005691519635738602,0,0.0,0.2,Counter({0: 3})
5127165627,0.0008777704630239193,8.112171491383207e-08,0.01667065753704679,0.003059609547832012,0.027363452947110536,4.354159458959498e-05,158.57281995892714,0.0008726996774801399,0,0.0,0.125,Counter({0: 4})
5127165634,0.0006583278472679394,4.347296803449823e-08,0.015124116367128522,0.0017664341927608154,0.026884321313951295,4.275280518354201e-05,157.0955890923775,0.000607095427811593,0,0.0,0.07692307692307693,Counter({0: 3})
5127165642,0.0006583278472679394,5.488057962224326e-08,0.015144121158971954,0.005251691818480854,0.027104671496377717,4.327991194135876e-05,157.75142158927085,0.0006070954278125592,0,0.0,0.07692307692307693,Counter({0: 3})
5127165659,0.0006583278472679394,2.0271249102706536e-09,0.015108839424632852,0.0003668099525615021,0.02643746845430443,4.13671646765945e-05,156.02268939715574,0.0006070954278122832,0,0.0,0.16666666666666666,Counter({0: 3})
5213164817,0.0006583278472679394,3.5013401754496937e-09,0.014947926648521981,0.04247236775315504,0.03132410863423587,4.688105058445154e-05,186.1057607388678,0.0005691519635748264,0,0.0,0.09090909090909091,Counter({0: 3})
5213317193,0.0006583278472679394,3.885668792014032e-06,0.014945759593768515,0.010567141406093734,0.028164226426289084,4.018158134481758e-05,171.13946259406697,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
5213317194,0.0006583278472679394,1.9781193270949804e-06,0.014942260876079829,0.016485112500943887,0.028884367453269694,4.082338753254636e-05,175.60492028445765,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
